,course_title
2369,Jazz piano improvisation: The girl form Ipanema. Bossa nova
2370,Drum Lessons For Beginners
2371,Piano With Willie: Jazz Kids - Vol 3
2372,Quick Piano Lessons - Tutorials for Drake's Greatest Hits
2373,"Bluegrass Guitar Essentials: Webisodes 13, 14, & 15"
2374,Guitar - Rock - Beginner with Marc Seal
2375,"Oboe Solos: Learn to Perform Three Fun, Unique Pieces!"
2376,Bluegrass Guitar Essentials: Webisodes 11 & 12
2377,Advanced Horn Studies - Learn to Master the French Horn!​
2378,Learn To Play Guitar Complete Beginners Quick Start
2379,Piano With Willie: Jazz Kids - Vol 4
2380,Instant Harmonica - play the old Popeye Spinach song now !
2381,Piano With Willie: Jazz Kids - Vol 2
2382,Practice guitar with no previous experience and become a pro
2383,The Music Coach Online Spirit Drum Course
2384,Make Electronic Music with the iPad
2385,Learn Loreena McKennitt Songs-Quicklessons Piano Course
2386,Guitar 201: Breakthroughs
2387,Major Scales and Modes for Chromatic Harmonica
2388,Play Guitar with Rhythm - 5 Easy Lessons
2389,Coaching Bundle: Guitar for Music Educators: Part 1
2390,Coaching Bundle: Guitar for Music Educators: Part 2
2391,Ukulele 3:  Intermediate
2392,"Beginners Guitar Course - 'Try it and love it method"""
2393,Coaching Course: Rhythm Instruction for Music Educators P1
2394,Learn Pirates of the Caribbean by Ear on the Piano
2395,Coaching Course: Rhythm Instruction for Music Educators P2
2396,4 Week Rhythm Mastery
2397,Tune that Sour Note on Your Piano
2398,Learn Vikings Soundtracks on the Piano by Ear
2399,Learn to Play Piano Like a Pro - Easy Piano Course 1
2400,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018
2401,Instant Harmonica - play 12 bar blues Big Walter style now!
2402,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar
2403,Spice up your playing with some easy Flamenco techniques! 
2404,Beginners Guide to Playing Guitar - Step-by-step System
2405,Guitar Kick Start
2406,Instant Harmonica – play Beethoven’s Ode to Joy right now!
2407,Funk Rhythm Guitar Techniques
2408,Flamenco Guitar
2409,Learn to play the Bouzouki - Greek Bouzouki Lessons
2410,Guitar Looper Basic Training
2411,Piano With Willie: Jazz Kids - Vol 1
2412,Instant Harmonica - play the Drunken Sailor sea shanty now! 
2413,Learn to Play Sweet Child of Mine
2414,Bluegrass Guitar Essentials: Webisodes 1 & 2
2415,Learn Monster GODJ
2416,What you can learn before Piano Lessons
2417,Learn to Play Tabla - The Indian drums
2418,Gitarre spielen wie die Profis
2419,Curso de piano 101 - Tocando partituras y acordes -
2420,Sintetizadores e Síntese Subtrativa
2421,Spielend Klavier lernen mit Freude und Erfolg
2422,Curso de ejercicios técnicos al piano Vol.2
2423,Curso de ejercicios técnicos al piano Vol.1
2424,Aprende escalas y arpegios Vol.2 : Modo menor
2425,Instant Harmonica - play Blowing in the Wind + Popeye theme!
2426,Instant Harmonica - play jazzy Autumn Leaves now (part one)
2427,Trumpet Lessons For Beginners
2428,Guitar - Rock - Beginner/Intermediate with Marc Seal
2429,Learn to play in the Key of G on any Bluegrass Instrument
2430,Beginner Guitar Method
2431,How to Play Dan Fogelberg Songs on Guitar
2432,Jews Harp - Advanced course
2433,Instant Harmonica - play jazzy Autumn Leaves now (part two)
2434,Jazz Guitar Reharmonization for Autumn Leaves
2435,Tenor Saxophone Lessons For Beginners
2436,Mike G's Beginner Drum Course: Part 2
2437,Instant Harmonica - play Summertime + Drunken Sailor now!
2438,Add Slide To Your Guitar Playing
2439,Piano With Willie: Piano Chords Vol. 2
2440,Drum Lessons For Beginners
2441,Classical Guitar Finger-Picking: Right Hand Arpeggios
2442,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle"
2443,Play tunes on harmonica and learn how to bend some notes
2444,Instant Harmonica - play Yesterday + Scarborough Fair today!
2445,Violin lessons for beginners
2446,Old-Time Banjo for the Absolute Beginner
2447,"Learn Guitar The Easy Way, It's Faster"
2448,Learn Oud 2
2449,The Essentials of Acoustic Guitar Strumming Patterns
2450,Acoustic Guitar After The Basics
2451,Bossa Nova - Guitar for Beginners
2452,Piano With Willie: Piano Chords Vol. 1
2453,Instant Harmonica - play Summertime in 8 fun & easy lessons
2454,Learn to Play the Tuba: Beginner to Pro in Under Five Hours!
2455,Play Autumn Leaves' falling notes on piano with no reading!
2456,Learn Basics of South Indian Carnatic Flute - Level 2
2457,A Year's Worth of Piano Lessons in One Weekend
2458,Bones of the Blues - learn 4 cool tunes to expert level now!
2459,GUITAR #1: Beginner Basics and Beyond
2460,Pure Modal Magic: The Complete Guitar Modes Solution
2461,Aprende diferentes ritmos con la guitarra rítmica
2462,Aprender a tocar la batería sin salir de casa
2463,Aprende a tocar el bajo eléctrico 
2464,Aprende todos los secretos de la salsa para piano
2465,Aprende a tocar ritmos latinos en el teclado
2466,Ukulele lernen für Papas mit Aram sam sam
2467,Aprende a tocar la trompeta
2468,Curso de guitarra para principiantes.
2469,Aprende a tocar Jazz y Ritmos Latinos en la guitarra
2470,こどもギターレッスン　リトルギタリストⅢ（完結編）
2471,Aprende a tocar la flauta dulce de forma sencilla y gradual
2472,"Aprende a tocar jazz, salsa y blues en el piano"
2473,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours
2474,Learning Dynamic Website Design - PHP MySQL and JavaScript
2475,ChatBots: Messenger ChatBot with API.AI and Node.JS
2476,Projects in HTML5
2477,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015
2478,How To Make A Wordpress Website 2017 | Divi Theme Tutorial
2479,Build Your Own Backend REST API using Django REST Framework
2480,Angular and Firebase - Build a Web App with Typescript
2481,Web Development Masterclass - Complete Certificate Course
2482,Spring Boot Tutorial For Beginners
2483,The Complete Bootstrap Masterclass Course - Build 4 Projects
2484,Scaling Docker on AWS
2485,Learn JavaScript for beginners
2486,HTML Tutorial: HTML & CSS for Beginners
2487,Learn by Doing: Vue JS 2.0 the Right Way
2488,Learn Complete Web Development From Scratch
2489,Introduction to Web Development: HTML
2490,Web Site for Beginners - Learn Web Building like knitting
2491,How To Make A Wordpress Website 2017 - Divi Theme Tutorial
2492,Web Programming with Python
2493,PHP Login and Registration System - Email Confirm Activation
2494,PSD to Responsive HTML5: Beginner to Advanced
2495,Ultimate Web Developer Course Build 10 Websites from Scratch
2496,Rapid Website Design with Bootstrap
2497,Build Enterprise Applications with Angular 2 (and Angular 4)
2498,Angular 4 (2+) Crash Course for Beginners
2499,Accelerated JavaScript Training
2500,"Beginner API development in Node, Express, ES6, & MongoDB"
2501,React JS and Redux - Mastering Web Apps
2502,Web Development w/ Google’s Go (golang) Programming Language
2503,Git a Web Developer Job: Mastering the Modern Workflow
2504,The Complete WordPress Website Business Course
2505,The Complete HTML and CSS Course For Beginners
2506,Learn  Bootstrap Development By Building 10 Projects
2507,Advanced Javascript
2508,Dissecting Ruby on Rails 5 - Become a Professional Developer
2509,The Complete Wordpress Course - Build Your Own Website Today
2510,JQuery Essentials core training for Dynamic Interactive web
2511,Node.js: The Essentials + API Frameworks Express KOA Sails
2512,The Complete PHP Bootcamp Course With Video Sharing Project
2513,Build a Single Page Application with jQuery & AJAX
2514,Practical CSS Website Development: Crash Course 
2515,Successful website creation - everything you need to know
2516,Start Writing JavaScript Today - Beginner JavaScript Course
2517,HTML5 Essentials for Beginners
2518,Code a personal splash page in 1 hour
2519,Step-by-step HTML and CSS for Absolute Beginners
2520,Angular 4 Development Decoded
2521,Javascript ES6! A Complete Reference Guide to Javascript ES6
2522,Reactive JS:  Are you ready for the next big paradigm shift?
2523,Learn Python and Django: Payment Processing
2524,Code your first Website using HTML & CSS: Project Learning
2525,"React.js: Building Production Ready Apps, Start to Finish"
2526,Learn Object Oriented Programming PHP fundamentals bootcamp
2527,Javascript Intermediate level 2 - Mastering Functions
2528,1 Hour CSS
2529,"Become a Full Stack Developer with Spring, AWS and Stripe"
2530,Complete JQuery And JQuery UI Course For Beginner
2531,Learn JavaScript for Web Development
2532,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced."
2533,Complete Wordpress Theme Development Course
2534,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience
2535,Build A Web App With Spring Framework and Angular 2
2536,Projects in Laravel: Learn Laravel Building 10 Projects
2537,Javascript Intermediate level 3 - JSON
2538,Develop Your First App in an Hour
2539,PHP: Ultimate guide to PHP for everyone
2540,JavaScript DOM Dynamic Web interactive content Boot Camp
2541,"Master JavaScript Programming, 3 Projects Included !!"
2542,HTML CSS Learn to create a website from scratch
2543,Complete Codeigniter: From Beginner to Advanced
2544,HTML 5: How I made websites in HTML5
2545,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap"
2546,Complete React JS web developer with ES6 - Build 10 projects
2547,Complete WordPress Theme Developer Course With Bootstrap
2548,The Complete Ethical Hacking Course 2.0: Python & Kali Linux
2549,Dynamic JavaScript Master Class AJAX JSON Simple APIs
2550,Vue JS - Mastering Web Apps
2551,Angular NgRx Store Masterclass - Covers Angular 4
2552,JavaScript the Basics - JavaScript for Beginners
2553,"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL"
2554,"Learn SVG Animation - With HTML, CSS & Javascript"
2555,"Build a Responsive Website with HTML5, CSS3 and Bootstrap 4"
2556,CSS Development (with CSS3!)
2557,Angular 2 & TypeScript Beginner Web Development
2558,The Docker for DevOps course: From development to production
2559,"Beginner Full Stack Web Development: HTML, CSS, React & Node"
2560,Learn Angular 2 Development By Building 12 Apps
2561,"Server API Development in Swift, Kitura, & Bluemix"
2562,React VR - Creating Virtual Reality Apps
2563,RxJs & Reactive Programming Angular Masterclass - Angular 4
2564,"Coding for Entrepreneurs: Learn Python, Django, and More."
2565,React and Flux Web Development for Beginners
2566,The Full Stack Web Development
2567,Learn Nodejs by building 12 projects
2568,How to Make an Online Portfolio Website from Scratch 
2569,How To Make A Web Page With No Code
2570,Spring Framework 4 And Dependency Injection For Beginners
2571,Joomla 3 - The Basics
2572,jQuery in Action: Build 8 jQuery Projects
2573,Master WordPress Plugins: Shortcodes Ultimate - The Basics
2574,ASP.NET C# - Enterprise Web Systems From Novice to Expert
2575,Wordpress - Create an Outstanding Website in 2 hours
2576,Complete Website & CMS in PHP & MySQL From Scratch!
2577,The Complete Web Development Tutorial Using React and Redux
2578,Create and Deploy a Web App in 3 Hours
2579,HTML & CSS From Scratch in 30 Days
2580,Getting Started with Craft CMS
2581,JavaScript For Absolute Beginners - Level One
2582,Effective Personal Website Building and Hosting
2583,Web Design for Web Developers: Build Beautiful Websites!
2584,"Learn Rails: Quickly Code, Style and Launch 4 Web Apps"
2585,Getting Started with NodeJS for Beginners
2586,Quickstart AngularJS
2587,Byte-Sized-Chunks: Cascading Style Sheets (CSS) with HTML
2588,Learn Building Your Own Website Without Coding
2589,Practical Guide to Web Development
2590,The Complete HTML5 and CSS3 Course
2591,HTML & CSS for beginners: Build 3 projects from scratch
2592,Code a 'Coming Soon' Landing Page in Bootstrap 4
2593,Introduction to Bootstrap 3
2594,Master ExpressJS to Build Web Apps with NodeJS&JavaScript
2595,Learn XML Crash Course: Discover Essential XML Fundamentals 
2596,HTML5 CSS3 JQUERY Single Page Website Project from Scratch
2597,Scrape Websites using PhantomJS and CasperJS
2598,Amazon s3 Mastery - THE How-To' Guides For Amazon S3
2599,HTML and CSS Crash Course for Beginners
2600,EMMET Faster HTML & CSS workflow - Best Tool For Developers 
2601,Introduction to Web Development
2602,AngularJS For ASP.NET MVC Developers
2603,Serverless Workflow Management with AWS Step Functions
2604,How to set up a Web Server From Scratch to One Fully Managed
2605,The Complete PHP MySQL Professional Course with 5 Projects
2606,Angular Masterclass
2607,Become a Professional Web Developer | Version 3.0
2608,Build Incredible Chatbots
2609,Try Django 1.10 | Create a URL Shortening Service
2610,Projects in CSS
2611,Ruby on Rails: Training and Skills to Build Web Applications
2612,Learn and Understand React
2613,Learn Javascript & JQuery From Scratch
2614,Learn to use JSON
2615,The Ultimate Web Developer How To Guide
2616,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY"
2617,jQuery Crash Course: Learn the Essentials of jQuery Fast
2618,Drupal Tutorial : Drupal 8 Beginner to Expert in 8 PROJECTS
2619,The Complete PHP CodeIgniter Course: Beginner To Advanced
2620,JavaScript For Beginners : Learn JavaScript From Scratch
2621,"Mastering 'Native CSS Shapes To Build Modern Web Pages"""
2622,WordPress Development For Beginners
2623,WordPress local server setup and site migration online
2624,PHP Fundamentals - Start Earning The Top Dollars You Deserve
2625,Interactive Dynamic JavaScript for beginners DOM
2626,Javascript Intermediate level 1 - Mastering the DOM
2627,Sublime Text for Rapid Web Development
2628,Servlets and JSPs Tutorial: Learn Web Applications With Java
2629,Projects in PHP and MySQL
2630,PHP OOP: Object Oriented Programming for beginners + Project
2631,React Redux React-Router: From Beginner to Paid Professional
2632,Django Core | A Reference Guide to Core Django Concepts
2633,"Angular 2 Complete E-Commerce App Course - Java,Spring,MySQL"
2634,"Build An Online Bank With Java, Angular 2, Spring and More"
2635,The Complete jQuery Course: From Beginner To Advanced!
2636,Projects in AngularJS - Learn by building 10 Projects
2637,The Ultimate Vue JS 2 Developers Course
2638,React JS - Build real world JS apps & deploy on cloud
2639,Angular 4 Front To Back
2640,"Modern Web Development with SASS, Gulp, NPM & Web Workflows"
2641,"HTML5, CSS3 And JavaScript Fundamentals 2016"
2642,"Angular 4 - Concepts, Code and Collective Wisdom"
2643,Learn E-Commerce Website in PHP & MySQL From Scratch!
2644,JavaScript Game Development: Create Your Own Breakout Game
2645,HTML and HTML5 For Beginners 2016
2646,A Very Complete Introduction To Laravel
2647,"Learn to code, Become a Web Developer and Master JavaScript!"
2648,Serverless Architecture on Amazon Web Services
2649,jQuery Essentials: Learn the Fundamental of jQuery
2650,Expert Guide : Mastering Functions in JavaScript !
2651,Learn Angular 4 from Scratch
2652,Discover HTML Essential guide to HTML how to create webpages
2653,HTML5 and CSS3 for beginners: Create a Website from Scratch
2654,Introduction to Web Development
2655,jQuery Fundamentals Powerful Bootcamp for beginners
2656,The Complete HTML & CSS Course - From Novice To Professional
2657,JavaScript Basics Web Development Building Blocks
2658,Bootstrap unleash the power faster & easier web development
2659,JavaScript Design Patterns: 20 Patterns for Expert Code
2660,Fix Google's New 'Not Secure' Warning with Let's Encrypt!
2661,JavaScript for Beginners Welcome to learning JavaScript
2662,Benefits of Thinking Mobile First Future of Website Design
2663,Javascript from Beginner to Advanced Level
2664,AJAX Development
2665,Interaction Design Specialist For Web Developers
2666,PHP Security
2667,The Bubble Course - Create Complete Web Apps without Coding
2668,The Complete HTML5 & CSS3 Course Build Professional Websites
2669,CSS Web Development Crash Course
2670,Mastering DevOps
2671,Building Websites Create a fully functional Web contact form
2672,Create a Dynamic User Registration Form from scratch
2673,A 13 Hour SQL Server 2014 /ASP.NET/CSS/C#/jQuery Course
